can	罐頭	罐头
bay scallop	（北美）海灣扇貝	（北美）海湾扇贝
rag gourd	絲瓜	丝瓜
axis vertebra	軸椎骨	轴椎骨
alpha-interferon	【藥物】α—干擾素	【药物】α—干扰素
loire valley	盧瓦爾河谷	卢瓦尔河谷
fluid flywheel	液力飛輪	液力飞轮
horned asp	有角的asp	有角的asp
beta-interferon	β干擾素	β干扰素
spotted salamander	斑點鈍口螈	斑点钝口螈
giant scallop	帶子	带子
pied-a-terre	臨時住宿處	临时住宿处
crepe myrtle	紫薇色	紫薇色
rosebud cherry	玫瑰花蕾櫻桃	玫瑰花蕾樱桃
lingual artery	舌動脈	舌动脉
bacon rind	培根皮	培根皮
brittany spaniel	布列塔尼獵犬（法國）	布列塔尼猎犬（法国）
pix chest	pix胸部	pix胸部
clary sage	快樂鼠尾草	快乐鼠尾草
genus sonora	索諾拉屬	索诺拉属
shad roe	大沙丁魚卵	大沙丁鱼卵
alveolar artery	齒槽動脈	齿槽动脉
ski parka	滑雪衣	滑雪衣
finger cymbals	指鈸（finger cymbal的名詞複數）	指钹（finger cymbal的名词复数）
neapolitan ice cream	那不勒斯冰淇淋	那不勒斯冰淇淋
becket bend	環形活結	环形活结
suckling pig	哺乳期仔豬	哺乳期仔猪
brush-tailed porcupine	刷毛豪豬	刷毛豪猪
climbing salamander	登山蠑螈	登山蝾螈
sulfuric acid	硫酸	硫酸
sth	生長激素	生长激素
portico	門廊	门廊
jammer	電氣干擾	电气干扰
soya	大豆	大豆
bodega	酒窖	酒窖
rosette	薔薇結	蔷薇结
parapet	欄杆	栏杆
shim	填片	填片
barf	嘔吐	呕吐
iguana	鬣蜥	鬣蜥
mire	泥沼	泥沼
dominick	多明尼克	多明尼克
camcorder	攝錄影機	摄录像机
duds	<口>衣服	<口>衣服
epithelium	上皮	上皮
incinerator	焚燒裝置	焚烧装置
epsilon toxin	epsilon毒素	epsilon毒素
waistband	腰帶	腰带
lemon rind	檸檬皮	柠檬皮
phonograph	留聲機	留声机
insulator	絕緣體	绝缘体
alhambra	中古西班牙摩爾人(Moor)諸王的豪華宮殿	中古西班牙摩尔人(Moor)诸王的豪华宫殿
planetarium	行星儀	行星仪
iridium	銥	铱
batten	板條	板条
chipmunk	金花鼠	金花鼠
agave	龍舌蘭	龙舌兰
bombard	射石炮	射石炮
invertebrate	無脊椎動物	无脊椎动物
canola	加拿大油菜	加拿大油菜
scone	烤餅	烤饼
woollen	毛織品	毛织品
steeple	尖頂	尖顶
ouija	占卜板	占卜板
palmyra	[植]扇葉樹頭櫚（等於palmyra palm）	[植]扇叶树头榈（等于palmyra palm）
scallop shell	扇貝殼	扇贝壳
molybdenum	鉬	钼
huckleberry	黑果木	黑果木
counterbalance	平衡量	平衡量
drape	布簾	布帘
vulva	外陰	外阴
cochin	交趾雞	交趾鸡
cytochrome	細胞色素	细胞色素
manatee	海牛	海牛
hdl	高密度脂蛋白	高密度脂蛋白
pot marigold	金盞花	金盏花
chutney	酸辣醬	酸辣酱
ventricle	室	室
mussel	貽貝	贻贝
bristle grass	狗尾草屬	狗尾草属
amphetamine sulfate	硫酸苯丙胺	硫酸苯丙胺
left ventricle	左室(心)	左室(心)
bur grass	蒺藜草	蒺藜草
right ventricle	右室(心)	右室(心)
american agave	龍舌蘭	龙舌兰
he-huckleberry		
agave family	【植物】龍舌蘭科	【植物】龙舌兰科
vichy water	維希礦泉水	维希矿泉水
phonograph record	唱片	唱片
black huckleberry	【植物】黑越桔(Gaylussacia baccata)[亦作 highbush huckleberry]	【植物】黑越桔(Gaylussacia baccata)[亦作 highbush huckleberry]
common iguana	普通鬣蜥	普通鬣蜥
excitable area	運動區	运动区
heart ventricle	心室	心室
argus pheasant	眼斑雉（一種大鳥（大眼斑雉） 產於南亞和東印度群島	眼斑雉（一种大鸟（大眼斑雉） 产于南亚和东印度群岛
scotch woodcock	炒蛋加鯷魚醬的烤麵包	炒蛋加鳀鱼酱的烤面包
third ventricle	第三腦室	第三脑室
ouija board	靈應牌（刻有字母和其他符號的板牌	灵应牌（刻有字母和其他符号的板牌
cytochrome c	細胞色素C	细胞色素C
canola oil	芥花籽油	芥花籽油
jugular vein	頸靜脈	颈静脉
pistachio nut	開心果/阿月渾子果	开心果/阿月浑子果
pocketed bat	兜帽	兜帽
beef loin	牛腰背肉	牛腰背肉
phonograph album	留聲機專輯	留声机专辑
cochin china	交趾支那	交趾支那
radio-phonograph	收音電唱兩用機	收音电唱两用机
box huckleberry	【植物】黃楊黑果木(Gaylussacia brachy-cera	【植物】黄杨黑果木(Gaylussacia brachy-cera
cape marigold	白藍菊	白蓝菊
andaman sea	安達曼海（印度洋）	安达曼海（印度洋）
capillary tubing	毛細管	毛细管
tawny owl	灰林鴞（產於歐洲的一種紅褐色或灰色的鴞科猛禽）	灰林鸮（产于欧洲的一种红褐色或灰色的鸮科猛禽）
piggyback plant	千母草	千母草
pease pudding	<英>豌豆布丁	<英>豌豆布丁
drop scone	平鍋烙餅	平锅烙饼
cavity resonator	空腔諧振器	空腔谐振器
trap-and-drain auger	陷阱和排水螺旋鑽	陷阱和排水螺旋钻
landlocked salmon	陸封鮭	陆封鲑
fourth ventricle	第四腦室	第四脑室
moorish arch	馬蹄拱	马蹄拱
gauge boson	規範玻色子	规范玻色子
invertebrate foot	無脊椎動物腳	无脊椎动物脚
eastern chipmunk	東部花栗鼠	东部花栗鼠
bristle brush	鬃毛畫筆	鬃毛画笔
billiard parlor	檯球室	台球室
molybdenum steel	鉬鋼	钼钢
garden huckleberry	花園黑莓	花园黑莓
yellow bristle grass	黃鬃草	黄鬃草
soya milk	豆乳	豆乳
corn marigold	珍珠菌	珍珠菌
invert sugar	轉化糖	转化糖
hedge trimmer	綠籬修剪機	绿篱修剪机
pansy violet	紫羅蘭色	紫罗兰色
superior alveolar artery	上齒槽動脈	上齿槽动脉
genus aquila	Aquila屬	Aquila属
genus sepia	烏賊屬	乌贼属
nutmeg-yew	肉豆蔻 - 紅豆杉	肉豆蔻 - 红豆杉
palatine artery	顎動脈	腭动脉
bur oak	大果櫟	大果栎
stinking yew	臭豆腐	臭豆腐
short-horned grasshopper	【昆蟲】蝗(locust)	【昆虫】蝗(locust)
marine mussel	海洋貽貝	海洋贻贝
marine iguana	海鬣蜥	海鬣蜥
long-horned grasshopper	蟈蟈兒	蝈蝈儿
welsh springer spaniel	威爾斯激飛獵犬	威尔斯激飞猎犬
fringe-toed lizard	趾蜥	趾蜥
anal sphincter	肛門括約肌	肛门括约肌
buffalo bur	水牛頭	水牛头
internal jugular vein	頸內靜脈	颈内静脉
rattlesnake orchid	石仙桃	石仙桃
phonograph recording	留聲機錄音	留声机录音
pyramidal motor system	錐體運動系統	锥体运动系统
atlas vertebra	頸椎骨	颈椎骨
pyramidal bone	三角骨	三角骨
buttercup squash	綠皮小南瓜	绿皮小南瓜
sable antelope	貂羚	貂羚
fig marigold	日中花屬（或松葉菊屬）(Mesembryanthemum)植物	日中花属（或松叶菊属）(Mesembryanthemum)植物
hotdog bun	熱狗麵包	热狗面包
external jugular vein	外頸靜脈	外颈静脉
caudal fin	尾鰭	尾鳍
iceland lichen	冰島地衣	冰岛地衣
desert iguana	沙冠壁虎屬	沙冠壁虎属
pinot chardonnay	霞多麗皮諾	霞多丽皮诺
cay	沙礁	沙礁
sandpaper	砂紙	砂纸
handiwork	手工	手工
dicky	小孩圍涎	小孩围涎
bicarbonate	重碳酸鹽	重碳酸盐
sheeting	鋪被單	铺被单
chancel	高壇	高坛
gelding	閹割的動物	阉割的动物
fingernail	手指甲	手指甲
artichoke	朝鮮薊	朝鲜蓟
boudoir	閨房	闺房
stiletto	短劍	短剑
stipe	柄	柄
aix	高階互動執行程式	高级交互执行程序
mesquite	豆科灌木（產於美國西南部和墨西哥）	豆科灌木（产于美国西南部和墨西哥）
paraffin	石蠟	石蜡
pinus	松果松	松果松
estradiol	二氫雌酮	二氢雌酮
acropolis	古希臘的衛城	古希腊的卫城
vestibule	前庭	前庭
bennie	本尼（男子名Benjamin的暱稱）	本尼（男子名Benjamin的昵称）
toga	寬外袍	宽外袍
baboon	狒狒	狒狒
gauze bandage	紗布繃帶	纱布绷带
hyacinth	風信子	风信子
strep	鏈球菌的	链球菌的
deadwood	枯枝	枯枝
floodplain	氾濫平原	泛滥平原
duffel	粗呢	粗呢
searchlight	探照燈	探照灯
bough	大樹枝	大树枝
bur reed	黑三稜（一種黑三稜屬水生或溼地植物	黑三棱（一种黑三棱属水生或湿地植物
weevil	象甲	象甲
bur-reed family	bur-reed家庭	bur-reed家庭
paraffin series	石蠟（物）系	石蜡（物）系
black weevil	米象	米象
artichoke heart	朝鮮薊心	朝鲜蓟心
edible sea urchin	食用海膽	食用海胆
water hyacinth	水葫蘆	水葫芦
cashew nut	價如堅果	价如坚果
paraffin oil	石蠟油	石蜡油
common hyacinth	風信子	风信子
summer hyacinth	夏天風信子	夏天风信子
blonde lilian	金髮lilian	金发lilian
pork loin	豬大排骨	猪大排骨
khyber pass	開伯爾山口（中亞地區與南亞次大陸之間最大且最重要的山隘）	开伯尔山口（中亚地区与南亚次大陆之间最大且最重要的山隘）
esophageal veins	食管靜脈	食管静脉
striped hyena	黑紋灰鬣狗	黑纹灰鬣狗
loin of lamb	羔羊腰	羔羊腰
anterior pituitary gland	腦垂腺前葉	脑垂腺前叶
vx gas	維埃克斯毒氣	维埃克斯毒气
meadow buttercup	草甸毛茛	草甸毛茛
artichoke plant	朝鮮薊植物	朝鲜蓟植物
dicky-seat		
paraffin scale	鱗狀蠟	鳞状蜡
palmyra palm	糖椰	糖椰
wild hyacinth	大西洋卡馬夏	大西洋卡马夏
wood hyacinth	藍綿棗兒(Scilla nonscripta)	蓝绵枣儿(Scilla nonscripta)
tien shan	天山山脈	天山山脉
duffel bag	<美>（防水的帆布）行李袋	<美>（防水的帆布）行李袋
ethyl acetate	乙酸乙酯	乙酸乙酯
cardiac sphincter	賁門括約肌	贲门括约肌
parasitic jaeger	短尾賊鷗	短尾贼鸥
huckleberry oak	黑莓橡木	黑莓橡木
starved aster	飢餓的星星	饥饿的星星
dicky-bird	<兒>鳥兒	<儿>鸟儿
invert soap	轉化皂	转化皂
crepe fern	縐蕨	绉蕨
rattlesnake fern	蕨纂（Botrychium virginianium）	蕨纂（Botrychium virginianium）
mucous membrane	黏膜	黏膜
rice weevil	米象（象鼻蟲科）	米象（象鼻虫科）
ozark mountains	歐扎克山脈（美國中南部高原）	欧扎克山脉（美国中南部高原）
roman hyacinth	羅曼風信子	罗曼风信子
vestibule of the ear	耳朵的前庭	耳朵的前庭
hydroxy acid	羥基酸	羟基酸
prairie gourd vine	草原葫蘆	草原葫芦
gopher tortoise	穴居沙龜	穴居沙龟
autonomic nervous system	自主神經系統(植物神經系統)	自主神经系统(植物神经系统)
cornbread	玉米麵包	玉米面包
humerus	肱骨	肱骨
tern	三個一組	三个一组
gunnery	火炮製造與射擊學	火炮制造与射击学
carpal	腕骨	腕骨
amphibian	兩棲動物	两栖动物
hairdo	束髮	束发
delft	代夫特(荷蘭城市)陶器	代夫特(荷兰城市)陶器
polyurethane foam	聚氨酯泡沫體	聚氨酯泡沫体
duffel coat	（配棒形紐扣的）連帽式粗呢厚外套	（配棒形纽扣的）连帽式粗呢厚外套
foreskin	包皮	包皮
pontoon	浮舟	浮舟
roan	沙毛牲畜	沙毛牲畜
kilimanjaro	乞力馬扎羅山[坦尚尼亞東北部](非洲最高的山)	乞力马扎罗山[坦桑尼亚东北部](非洲最高的山)
cantilever	懸臂	悬臂
lactate	乳酸鹽	乳酸盐
acetyl	乙醯(基)	乙酰(基)
detritus	碎石	碎石
seed weevil	豆象	豆象
palmetto	美洲蒲葵	美洲蒲葵
ganja	大麻	大麻
cobble	圓石	圆石
dormer	老虎窗	老虎窗
workhorse	載重馬	载重马
promontory	岬	岬
scurvy grass	山嵛菜	山嵛菜
dimple	酒窩	酒窝
luge	(競賽用)的仰臥小雪撬	(竞赛用)的仰卧小雪撬
poa	[=pancreatic oncofetal antigen]胰胎瘤抗原	[=pancreatic oncofetal antigen]胰胎瘤抗原
ironclad	裝甲的	装甲的
ashtray	菸灰缸	烟灰缸
alumina	礬土	矾土
honey mesquite	牧豆樹（Prosopis juliflora	牧豆树（Prosopis juliflora
baffle	迷惑	迷惑
campion	剪秋羅屬植物	剪秋罗属植物
tetra	脂鯉	脂鲤
lye	灰汁	灰汁
tightrope	拉緊的繩索	拉紧的绳索
creeping buttercup	匍匐枝毛莨	匍匐枝毛莨
extractor	抽出器	抽出器
stetson	斯泰森氈帽（一種闊邊高頂氈帽）	斯泰森毡帽（一种阔边高顶毡帽）
driftwood	漂流木	漂流木
strapless	無帶的	无带的
prozac	百憂解（一種治療精神抑鬱的藥物）	百忧解（一种治疗精神抑郁的药物）
lather	肥皂泡	肥皂泡
fet	場效應電晶體	场效应晶体管
tarantula	鳥蛛	鸟蛛
crowbar	鐵挺	铁挺
spillway	溢洪道	溢洪道
biting midge	蠓	蠓
saw palmetto	沙巴棕	沙巴棕
amphibian family	兩棲類動物	两栖类动物
common scurvy grass	常見的壞血病草	常见的坏血病草
white campion	雪白麥瓶草	雪白麦瓶草
pyramidal tent	（能容納多於6人的）金字塔形帳篷	（能容纳多于6人的）金字塔形帐篷
acetyl group	乙醯基	乙酰基
worm salamander	蠕蟲蠑螈	蠕虫蝾螈
agar-agar	瓊脂	琼脂
ivory-billed woodpecker	象牙喙啄木鳥	象牙喙啄木鸟
meadow clary	草地鼠尾草	草地鼠尾草
balm of gilead	幾來香脂	几来香脂
cine-film	電影膠片	电影胶片
red campion	朝顏剪秋羅	朝颜剪秋罗
marsh marigold	驢蹄草	驴蹄草
cape hyacinth	披風風信子	披风风信子
baffle board	遮斷板	遮断板
parietal cortex	頂葉皮層	顶叶皮层
fleur-de-lis	鳶尾	鸢尾
western honey mesquite	西式蜂蜜	西式蜂蜜
coco de macao	可可德澳門	可可德澳门
red-breasted snipe	紅胸鷸	红胸鹬
limestone salamander	石灰蠑螈	石灰蝾螈
globe artichoke	朝鮮薊	朝鲜蓟
rose campion	毛縷	毛缕
venn diagram	文氏圖	文氏图
cine-camera	電影攝影機	电影摄影机
cantilever bridge	懸臂	悬臂
soya bean	大豆	大豆
genus hibiscus	木槿屬	木槿属
pontoon plane	浮橋飛機	浮桥飞机
cairn terrier	凱恩狗	凯恩狗
pontoon bridge	浮橋	浮桥
dormer window	屋頂窗	屋顶窗
phonograph needle	唱機唱頭針	唱机唱头针
bermuda buttercup	百慕達奶油花	百慕达奶油花
nuttall oak	納氏櫟	纳氏栎
estradiol patch	雌二醇透皮給藥系統[雌激素]	雌二醇透皮给药系统[雌激素]
cuckoo-bumblebee	杜鵑 - 大黃蜂	杜鹃 - 大黄蜂
jerusalem artichoke	洋姜	洋姜
uterine cervix	子宮頸	子宫颈
andaman marble	安達曼大理石	安达曼大理石
marchand de vin	三月	三月
inhalation anaesthetic	吸入麻醉	吸入麻醉
yellow-breasted bunting	黃胸鵐	黄胸鹀
carpal bone	腕骨	腕骨
atticus atlas	Attacus圖集	Attacus图集
mount kilimanjaro	乞力馬扎羅山	乞力马扎罗山
windshield wiper	風擋刮水器	风挡刮水器
gamma-interferon	干擾素	干扰素
rearview mirror	後視鏡	后视镜
yachting cap	遊艇帽	游艇帽
pine hyacinth	松風信子	松风信子
parka squirrel	大麥松鼠	大麦松鼠
possum haw	裸枝莢蒾	裸枝荚蒾
mistletoe cactus	槲寄生仙人掌	槲寄生仙人掌
mournful widow	悲哀的寡婦	悲哀的寡妇
rotary actuator	轉動裝置	转动装置
strait of magellan	麥哲倫海峽	麦哲伦海峡
tripe	肚子	肚子
scape	柄節(昆蟲)	柄节(昆虫)
epinephrine	腎上腺素	肾上腺素
vaulting	拱形圓頂	拱形圆顶
himalaya	喜馬拉雅山脈	喜马拉雅山脉
cardamom	豆蔻	豆蔻
abdominal nerve plexus	腹部神經叢	腹部神经丛
bauxite	鋁礬土	铝矾土
gazebo	眺望臺	眺望台
chard	可供食用的甜菜	可供食用的甜菜
pheromone	性外激素	性外激素
calumet	長管菸斗(印第安人用)	长管烟斗(印第安人用)
nettle	蕁麻	荨麻
absorber	吸收器	吸收器
sump	汙水坑	污水坑
microfilm	縮影膠捲	缩影胶卷
tweeter	高頻揚聲器	高频扬声器
mouthwash	漱口劑	漱口剂
creamer	分離奶油的器具	分离奶油的器具
dewar	[亦作d-]=Dewar flask	[亦作d-]=Dewar flask
girder	大梁	大梁
sandalwood	檀香木	檀香木
wolfram	鎢錳鐵礦	钨锰铁矿
slop	外衣	外衣
barium	鋇	钡
winkle	濱螺	滨螺
thatch	蓋屋頂的茅草	盖屋顶的茅草
pothole	壺穴	壶穴
taffy	太妃糖	太妃糖
postmodernism	後現代主義	后现代主义
reductase	還原酶	还原酶
chicken cordon bleu	乳酪火腿雞排	奶酪火腿鸡排
larynx	喉頭	喉头
brickwork	磚建築物	砖建筑物
histone	組蛋白	组蛋白
carrion	死肉	死肉
faeces	糞便	粪便
alabaster	雪花石膏	雪花石膏
licorice fern	甘草蕨	甘草蕨
pacer	步測器	步测器
halibut	大比目魚	大比目鱼
loins	恥骨區	耻骨区
earpiece	耳機	耳机
hydrant	給水栓	给水栓
lightbulb	燈泡	灯泡
boathouse	船庫	船库
epidermis	表皮	表皮
corkscrew	拔塞鑽	拔塞钻
red sandalwood	紫檀	紫檀
reciprocating saw	橫切長鋸	橫切长锯
bicarbonate of soda	小蘇打	小苏打
mole salamander	鈍口螈屬	钝口螈属
acetyl radical		
true sandalwood	真檀香	真檀香
sandalwood family	檀香科	檀香科
nettle family	蕁麻科	荨麻科
accessory vertebral vein	副椎靜脈	副椎静脉
fire hydrant	消防栓	消防栓
pygmy mouse	侏儒老鼠	侏儒老鼠
dead nettle	野芝麻	野芝麻
aqua vitae	酒精	酒精
box girder	箱形大梁	箱形大梁
white dead nettle	野芝麻	野芝麻
australian nettle	澳大利亞蕁麻	澳大利亚荨麻
ball nettle	球蕁麻	球荨麻
fan vaulting	扇形穹頂	扇形穹顶
flour weevil	黃粉蟲	黄粉虫
african sandalwood	非洲小葉紫檀	非洲小叶紫檀
inferior alveolar artery	下齒槽動脈	下齿槽动脉
reciprocating engine	往復式動力機	往复式动力机
genus galleria	屬Galleria	属Galleria
chard plant	甜菜植物	甜菜植物
carpal tunnel	腕管	腕管
silver thatch	銀that	银that
sandalwood tree	檀香	檀香
thatch tree	茅草樹	茅草树
creatine phosphate	磷酸肌酸	磷酸肌酸
nettle tree	蕁麻樹	荨麻树
wood nettle	紅小麻	红小麻
genus atticus	阿蒂克斯屬	阿蒂克斯属
moreton bay	摩頓灣	摩顿湾
wolfram steel	鎢鋼	钨钢
horse nettle	卡羅來納茄（Solanum carolinense	卡罗来纳茄（Solanum carolinense
taffy apple	太妃糖蘋果	太妃糖苹果
pe-tsai	白菜	白菜
vaulting horse	跳馬	跳马
corn campion	玉米調味料	玉米调味料
hyacinth bean	稨豆	稨豆
bean weevil	豆象	豆象
white horse nettle	白馬蕁麻	白马荨麻
corpus sternum	胸骨胸骨	胸骨胸骨
abo antibodies	ABO抗體	ABO抗体
slop bowl	〈英〉(餐桌上)倒剩茶等用的盆	〈英〉(餐桌上)倒剩茶等用的盆
false nettle	假蕁麻	假荨麻
banded gecko	橫紋鞘爪虎	横纹鞘爪虎
pelvic girdle	骨盆帶	骨盆带
pacific halibut	狹鱗庸鰈	狭鳞庸鲽
australian nettle tree	澳大利亞蕁麻樹	澳大利亚荨麻树
mutton snapper	高鰭笛鯛	高鳍笛鲷
cervical plexus	頸叢	颈丛
mesquite gum	甜莢豆膠	甜荚豆胶
chili con carne	辣牛肉醬	辣牛肉酱
bladder sphincter	膀胱括約肌	膀胱括约肌
alpine salamander	羌活魚	羌活鱼
slop chest	(船上供應日用品的)小賣部	(船上供应日用品的)小卖部
himalaya mountains	喜馬拉雅山	喜马拉雅山
